profession	learnSkill	name	spellId	recipeItemId	band	sourceKind	npcName	zone	x	y	faction	bossDrop	worldDrop	trainerTitle	mobLevel	notes
engineering	200	EZ-Thro Dynamite II	23069	18650	vanilla	vendor	Blizrik Buckshot	Tanaris								da vanilla, dataset TBC
engineering	200	Gnomish Cloaking Device	3971	7742	vanilla	vendor	Zan Shivsproket	Alterac Mountains								da vanilla, dataset TBC
engineering	200	Large Seaforium Charge	3972	4417	vanilla	worldDrop							true			da vanilla, dataset TBC
engineering	200	Mechanical Dragonling	3969	13311	vanilla	vendor	Gnaz Blunderflame	Stranglethorn Vale								da vanilla, dataset TBC
engineering	200	Polished Truesilver Gears	435956	215429	sod											
engineering	205	Goblin Mining Helmet	12717	221336	vanilla	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris						Goblin Engineering Trainer		da vanilla, dataset TBC
engineering	205	Lil' Smoky	15633	11827	vanilla	container		Gnomeregan								da vanilla, dataset TBC
engineering	205	Pet Bombling	15628	11828	vanilla	container		Gnomeregan								da vanilla, dataset TBC
engineering	205	Soul Vessel	431362	212230	sod											
engineering	210	Deadly Scope	12597	10602	vanilla	vendor	Knaz Blunderflame | Yuka Screwspigot	Stranglethorn Vale | Burning Steppes								da vanilla, dataset TBC
engineering	220	Catseye Ultra Goggles	12607	10603	vanilla	worldDrop							true			da vanilla, dataset TBC
engineering	220	Mithril Heavy-bore Rifle	12614	10604	vanilla	worldDrop							true			da vanilla, dataset TBC
engineering	225	Blue Rocket Cluster	26423	21730	vanilla	vendor	Fariel Starsong	Moonglade								da vanilla, dataset TBC
engineering	225	Firework Launcher	26442	21738	vanilla	vendor	Fariel Starsong	Moonglade								da vanilla, dataset TBC
engineering	225	Green Rocket Cluster	26424	21731	vanilla	vendor	Fariel Starsong	Moonglade								da vanilla, dataset TBC
engineering	225	Parachute Cloak	12616	10606	vanilla	worldDrop							true			da vanilla, dataset TBC
engineering	225	Red Rocket Cluster	26425	21732	vanilla	vendor	Fariel Starsong	Moonglade								da vanilla, dataset TBC
engineering	225	Spellpower Goggles Xtreme	12615	10605	vanilla	trainer										da vanilla, dataset TBC
engineering	230	Deepdive Helmet	12617	10607	vanilla	vendor	Jubie Gadgetspring	Azshara								da vanilla, dataset TBC
engineering	240	Sniper Scope	12620	10608	vanilla	worldDrop							true			da vanilla, dataset TBC
engineering	250	Mithril Mechanical Dragonling	12624	10609	vanilla	vendor	Ruppo Zipcoil	The Hinterlands								da vanilla, dataset TBC
engineering	250	Pop-Up Shrub	1228088	239222	sod											
engineering	250	Snake Burst Firework	23507	19027	vanilla	vendor	Zorbin Fandazzle	Feralas								da vanilla, dataset TBC
engineering	250	Tinkerbox	1226206	238782	sod											
engineering	260	Gyrofreeze Ice Reflector	23077	18652	vanilla	vendor	Xizzer Fizzbolt	Winterspring								da vanilla, dataset TBC
engineering	260	Thorium Grenade	19790	16041	vanilla	trainer	Sovik	Valley of Honor, Orgrimmar	75.6	25.3	horde					da vanilla, dataset TBC + catturato in gioco
engineering	260	Thorium Rifle	19792	16043	vanilla	trainer										da vanilla, dataset TBC
engineering	260	Thorium Widget	19791	16042	vanilla	trainer	Sovik	Valley of Honor, Orgrimmar	75.6	25.3	horde					da vanilla, dataset TBC + catturato in gioco
engineering	260	Tinkerbox: Magnetic Displacement	1226209	238785	sod											
engineering	260	Tinkerbox: Nitro Boosts	1226208	238784	sod											
engineering	260	Tinkerbox: Teleport	1226207	238783	sod											
engineering	260	Truesilver Transformer	23071	18651	vanilla	trainer										da vanilla, dataset TBC
engineering	260	World Enlarger	23129	18661	vanilla	drop		Blackrock Depths								da vanilla, dataset TBC
engineering	265	Alarm-O-Bot	23096	18654	vanilla	drop		Blackrock Depths								da vanilla, dataset TBC
engineering	265	Goblin Jumper Cables XL	23078	18653	vanilla	drop	Plugger Spazzring	Blackrock Depths							55-55	da vanilla, dataset TBC
engineering	265	Lifelike Mechanical Toad	19793	16044	vanilla	worldDrop							true			da vanilla, dataset TBC
engineering	270	Spellpower Goggles Xtreme Plus	19794	16045	vanilla	trainer										da vanilla, dataset TBC
engineering	275	Dark Iron Rifle	19796	16048	vanilla	drop		Blackrock Depths								da vanilla, dataset TBC
engineering	275	Firework Cluster Launcher	26443	21737	vanilla	vendor	Fariel Starsong	Moonglade								da vanilla, dataset TBC
engineering	275	Large Blue Rocket Cluster	26426	21733	vanilla	vendor	Fariel Starsong	Moonglade								da vanilla, dataset TBC
engineering	275	Large Green Rocket Cluster	26427	21734	vanilla	vendor	Fariel Starsong	Moonglade								da vanilla, dataset TBC
engineering	275	Large Red Rocket Cluster	26428	21735	vanilla	vendor	Fariel Starsong	Moonglade								da vanilla, dataset TBC
engineering	275	Major Recombobulator	23079	18655	vanilla	container		Dire Maul								da vanilla, dataset TBC
engineering	275	Masterwork Target Dummy	19814	16046	vanilla	vendor	Xizzer Fizzbolt	Winterspring								da vanilla, dataset TBC
engineering	275	Powerful Seaforium Charge	23080	18656	vanilla	vendor	Xizzer Fizzbolt	Winterspring								da vanilla, dataset TBC
engineering	275	Steam Tonk Controller	28327	22729	vanilla	vendor	Sovik | Gearcutter Cogspinner	Orgrimmar | Ironforge			horde | alliance					da vanilla, dataset TBC
engineering	275	Thorium Tube	19795	16047	vanilla	trainer										da vanilla, dataset TBC
engineering	280	Tinker: Magnetic Displacement	1226212	238788	sod											
engineering	280	Tinker: Nitro Boosts	1226211	238787	sod											
engineering	280	Tinker: Teleport	1226210	238786	sod											
engineering	285	Dark Iron Bomb	19799	16049	vanilla	drop		Blackrock Depths								da vanilla, dataset TBC
engineering	285	Delicate Arcanite Converter	19815	16050	vanilla	vendor	Xizzer Fizzbolt	Winterspring								da vanilla, dataset TBC
engineering	285	Thorium Shells	19800	16051	vanilla	trainer										da vanilla, dataset TBC
engineering	290	Hyper-Radiant Flame Reflector	23081	18657	vanilla	drop	Solakar Flamewreath	Blackrock Spire							60-60	da vanilla, dataset TBC
engineering	290	Master Engineer's Goggles	19825	16053	vanilla	trainer										da vanilla, dataset TBC
engineering	290	Voice Amplification Modulator	19819	16052	vanilla	drop		Stratholme								da vanilla, dataset TBC
engineering	300	Arcane Bomb	19831	16055	vanilla	worldDrop							true			da vanilla, dataset TBC
engineering	300	Arcanite Dragonling	19830	16054	vanilla	drop		Winterspring								da vanilla, dataset TBC
engineering	300	Biznicks 247x128 Accurascope	22793	18290	vanilla	drop		Molten Core								da vanilla, dataset TBC
engineering	300	Bloodvine Goggles	24356	20000	vanilla	vendor	Rin'wosho the Trader	Stranglethorn Vale								da vanilla, dataset TBC
engineering	300	Bloodvine Lens	24357	20001	vanilla	vendor	Rin'wosho the Trader	Stranglethorn Vale								da vanilla, dataset TBC
engineering	300	Core Marksman Rifle	22795	18292	vanilla	drop		Molten Core								da vanilla, dataset TBC
engineering	300	Field Repair Bot 74A	22704	18235	vanilla	container		Blackrock Depths								da vanilla, dataset TBC
engineering	300	Flawless Arcanite Rifle	19833	16056	vanilla	drop		Eastern Plaguelands								da vanilla, dataset TBC
engineering	300	Force Reactive Disk	22797	18291	vanilla	drop		Molten Core								da vanilla, dataset TBC
engineering	300	Ultra-Flash Shadow Reflector	23082	18658	vanilla	drop		Stratholme								da vanilla, dataset TBC
engineering		Advanced Target Dummy	3965		vanilla	trainer										da vanilla, dataset TBC
engineering		Aquadynamic Fish Attractor	9271		vanilla	trainer										da vanilla, dataset TBC
engineering		Arclight Spanner	7430		vanilla	trainer										da vanilla, dataset TBC
engineering		Big Bronze Bomb	3950		vanilla	trainer										da vanilla, dataset TBC
engineering		Big Iron Bomb	3967		vanilla	trainer										da vanilla, dataset TBC
engineering		Bronze Framework	3953		vanilla	trainer										da vanilla, dataset TBC
engineering		Bronze Tube	3938		vanilla	trainer										da vanilla, dataset TBC
engineering		Coarse Blasting Powder	3929		vanilla	trainer										da vanilla, dataset TBC
engineering		Coarse Dynamite	3931		vanilla	trainer										da vanilla, dataset TBC
engineering		Compact Harvest Reaper Kit	3963		vanilla	trainer										da vanilla, dataset TBC
engineering		Copper Modulator	3926		vanilla	trainer										da vanilla, dataset TBC
engineering		Copper Tube	3924		vanilla	trainer										da vanilla, dataset TBC
engineering		Crafted Heavy Shot	3930		vanilla	trainer										da vanilla, dataset TBC
engineering		Crafted Light Shot	3920		vanilla	trainer										da vanilla, dataset TBC
engineering		Crafted Solid Shot	3947		vanilla	trainer										da vanilla, dataset TBC
engineering		Crude Scope	3977		vanilla	trainer										da vanilla, dataset TBC
engineering		Deadly Blunderbuss	3936		vanilla	trainer										da vanilla, dataset TBC
engineering		Dense Blasting Powder	19788		vanilla	trainer										da vanilla, dataset TBC
engineering		Dense Dynamite	23070		vanilla	trainer										da vanilla, dataset TBC
engineering		Dimensional Ripper - Everlook	23486		vanilla	trainer	Zap Farflinger	Winterspring								da vanilla, dataset TBC
engineering		Explosive Arrow	12719		vanilla											
engineering		Explosive Sheep	3955		vanilla	trainer										da vanilla, dataset TBC
engineering		Fire Goggles	12594		vanilla	trainer										da vanilla, dataset TBC
engineering		Flying Tiger Goggles	3934		vanilla	trainer										da vanilla, dataset TBC
engineering		Gnomish Battle Chicken	12906	221332	vanilla	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale			alliance | 			Gnomish Engineering Trainer		da vanilla, dataset TBC
engineering		Gnomish Death Ray	12759	221334	vanilla	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale			alliance | 			Gnomish Engineering Trainer		da vanilla, dataset TBC
engineering		Gnomish Goggles	12897	221328	vanilla	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale			alliance | 			Gnomish Engineering Trainer		da vanilla, dataset TBC
engineering		Gnomish Harm Prevention Belt	12903	221330	vanilla	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale			alliance | 			Gnomish Engineering Trainer		da vanilla, dataset TBC
engineering		Gnomish Mind Control Cap	12907	221333	vanilla	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale			alliance | 			Gnomish Engineering Trainer		da vanilla, dataset TBC
engineering		Gnomish Net-o-Matic Projector	12902	221329	vanilla	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale			alliance | 			Gnomish Engineering Trainer		da vanilla, dataset TBC
engineering		Gnomish Rocket Boots	12905	221331	vanilla	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale			alliance | 			Gnomish Engineering Trainer		da vanilla, dataset TBC
engineering		Gnomish Shrink Ray	12899	221327	vanilla	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale			alliance | 			Gnomish Engineering Trainer		da vanilla, dataset TBC
engineering		Goblin Bomb Dispenser	12755	221340	vanilla	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris						Goblin Engineering Trainer		da vanilla, dataset TBC
engineering		Goblin Construction Helmet	12718	221335	vanilla	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris						Goblin Engineering Trainer		da vanilla, dataset TBC
engineering		Goblin Dragon Gun	12908	221342	vanilla	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris						Goblin Engineering Trainer		da vanilla, dataset TBC
engineering		Goblin Mortar	12716		vanilla	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris						Goblin Engineering Trainer		da vanilla, dataset TBC
engineering		Goblin Rocket Fuel Recipe	12715		vanilla	trainer	Nixx Sprocketspring	Tanaris						Goblin Engineering Trainer		da vanilla, dataset TBC
engineering		Goblin Rocket Helmet	12758	221343	vanilla	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris						Goblin Engineering Trainer		da vanilla, dataset TBC
engineering		Goblin Sapper Charge	12760	221338	vanilla	trainer	Nixx Sprocketspring	Tanaris						Goblin Engineering Trainer		da vanilla, dataset TBC
engineering		Gold Power Core	12584		vanilla	trainer										da vanilla, dataset TBC
engineering		Green Lens	12622		vanilla	trainer										da vanilla, dataset TBC
engineering		Green Tinted Goggles	3956		vanilla	trainer										da vanilla, dataset TBC
engineering		Gyrochronatom	3961		vanilla	trainer										da vanilla, dataset TBC
engineering		Gyromatic Micro-Adjustor	12590		vanilla	trainer										da vanilla, dataset TBC
engineering		Handful of Copper Bolts	3922		vanilla	trainer										da vanilla, dataset TBC
engineering		Heavy Blasting Powder	3945		vanilla	trainer										da vanilla, dataset TBC
engineering		Heavy Dynamite	3946		vanilla	trainer										da vanilla, dataset TBC
engineering		Hi-Explosive Bomb	12619		vanilla	trainer										da vanilla, dataset TBC
engineering		Hi-Impact Mithril Slugs	12596		vanilla	trainer										da vanilla, dataset TBC
engineering		Inlaid Mithril Cylinder Plans	12895		vanilla	trainer	Tinkmaster Overspark | Oglethorpe Obnoticus	Ironforge | Stranglethorn Vale			alliance | 			Gnomish Engineering Trainer		da vanilla, dataset TBC
engineering		Iron Grenade	3962		vanilla	trainer										da vanilla, dataset TBC
engineering		Iron Strut	3958		vanilla	trainer										da vanilla, dataset TBC
engineering		Large Copper Bomb	3937		vanilla	trainer										da vanilla, dataset TBC
engineering		Mechanical Repair Kit	15255		vanilla	trainer										da vanilla, dataset TBC
engineering		Mithril Blunderbuss	12595		vanilla	trainer										da vanilla, dataset TBC
engineering		Mithril Casing	12599		vanilla	trainer										da vanilla, dataset TBC
engineering		Mithril Frag Bomb	12603		vanilla	trainer										da vanilla, dataset TBC
engineering		Mithril Gyro-Shot	12621		vanilla	trainer										da vanilla, dataset TBC
engineering		Mithril Tube	12589		vanilla	trainer										da vanilla, dataset TBC
engineering		Mobile Alarm	12900		vanilla											
engineering		Ornate Spyglass	6458		vanilla	trainer										da vanilla, dataset TBC
engineering		Practice Lock	8334		vanilla	trainer										da vanilla, dataset TBC
engineering		Reagent Bot	1230656		sod											
engineering		Rose Colored Goggles	12618		vanilla	trainer										da vanilla, dataset TBC
engineering		Rough Blasting Powder	3918		vanilla	trainer										da vanilla, dataset TBC
engineering		Rough Boomstick	3925		vanilla	trainer										da vanilla, dataset TBC
engineering		Rough Copper Bomb	3923		vanilla	trainer										da vanilla, dataset TBC
engineering		Rough Dynamite	3919		vanilla	trainer										da vanilla, dataset TBC
engineering		Salt Shaker	19567		vanilla	trainer										da vanilla, dataset TBC
engineering		Silver Contact	3973		vanilla	trainer										da vanilla, dataset TBC
engineering		Silver-plated Shotgun	3949		vanilla	trainer										da vanilla, dataset TBC
engineering		Small Bronze Bomb	3941		vanilla	trainer										da vanilla, dataset TBC
engineering		Solid Blasting Powder	12585		vanilla	trainer										da vanilla, dataset TBC
engineering		Solid Dynamite	12586		vanilla	trainer										da vanilla, dataset TBC
engineering		Standard Scope	3978		vanilla	trainer										da vanilla, dataset TBC
engineering		Target Dummy	3932		vanilla	trainer										da vanilla, dataset TBC
engineering		The Big One	12754	221341	vanilla	trainer	Vazario Linkgrease | Nixx Sprocketspring	The Barrens | Tanaris						Goblin Engineering Trainer		da vanilla, dataset TBC
engineering		The Mortar: Reloaded	13240		vanilla	trainer	Nixx Sprocketspring | Vazario Linkgrease	Tanaris | The Barrens								da vanilla, dataset TBC
engineering		Tranquil Mechanical Yeti	26011		vanilla	quest		Winterspring								da vanilla, dataset TBC
engineering		Ultrasafe Transporter - Gadgetzan	23489		vanilla	trainer	Jhordy Lapforge	Tanaris								da vanilla, dataset TBC
engineering		Unstable Trigger	12591		vanilla	trainer										da vanilla, dataset TBC
engineering		Whirring Bronze Gizmo	3942		vanilla	trainer										da vanilla, dataset TBC
first_aid	130	Strong Anti-Venom	7935	6454	vanilla	drop	Captain Halyndor | Caverndeep Looter | Lake Thresher	Wetlands | Dun Morogh | Redridge Mountains								foreverchanges, letto da classic
first_aid	180	Heavy Silk Bandage	7929	16112	vanilla	vendor	Deneb Walker | Balai Lok'Wein	Arathi Highlands | Dustwallow Marsh			alliance | horde					foreverchanges, letto da classic
first_aid	210	Mageweave Bandage	10840	16113	vanilla	vendor	Deneb Walker | Balai Lok'Wein	Arathi Highlands | Dustwallow Marsh			alliance | horde					foreverchanges, letto da classic
first_aid	300	Dense Runecloth Bandage	470349	232434	sod											
first_aid	300	Powerful Anti-Venom	23787	19442	vanilla	vendor	Quartermaster Miranda Breechlock | Argent Quartermaster Hasana | Argent Quartermaster Lightspark	Eastern Plaguelands | Tirisfal Glades | Western Plaguelands								foreverchanges, letto da classic
first_aid		Anti-Venom	7934		vanilla											
first_aid		Crystal Infused Bandage	30021	23689	vanilla											
first_aid		First Aid Kit	1230117		sod											
first_aid		Heavy Linen Bandage	3276		vanilla											
first_aid		Heavy Mageweave Bandage	10841		vanilla											
first_aid		Heavy Runecloth Bandage	18630		vanilla											
first_aid		Heavy Wool Bandage	3278		vanilla											
first_aid		Linen Bandage	3275		vanilla											
first_aid		Runecloth Bandage	18629		vanilla											
first_aid		Silk Bandage	7928		vanilla											
first_aid		Wool Bandage	3277		vanilla											
fishing		Fish Bowl	1229745		sod											
herbalism		Incense Candle	1229705		sod											
leatherworking	30	Rugged Leather Pants	9064	7288	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	35	Kodo Hide Bag	5244	5083	vanilla	quest		Thunder Bluff			horde					da vanilla, dataset TBC
leatherworking	40	White Leather Jerkin	2163	2407	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	50	Fine Leather Gloves	2164	2408	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	65	Deviate Scale Cloak	7953	6474	vanilla	vendor	Kalldan Felmoon	The Barrens								da vanilla, dataset TBC
leatherworking	65	Fine Leather Boots	2158	2406	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	65	Moonglow Vest	8322	6710	vanilla	quest		Darnassus			alliance					da vanilla, dataset TBC
leatherworking	65	Murloc Scale Belt	6702	5786	vanilla	vendor	Gina MacGregor | Andrew Hilbert | Mavralyn	Westfall | Silverpine Forest | Darkshore			alliance | horde | alliance					da vanilla, dataset TBC
leatherworking	70	Murloc Scale Breastplate	6703	5787	vanilla	vendor	Gina MacGregor | Andrew Hilbert | Mavralyn	Westfall | Silverpine Forest | Darkshore			alliance | horde | alliance					da vanilla, dataset TBC
leatherworking	75	Black Whelp Cloak	9070	7289	vanilla	vendor	Clyde Ranthal	Redridge Mountains			alliance					da vanilla, dataset TBC
leatherworking	75	Black Whelp Tunic	24940	20576	vanilla	vendor	Amy Davenport	Redridge Mountains			alliance					da vanilla, dataset TBC
leatherworking	75	Dark Leather Tunic	2169	2409	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	75	Hillman's Leather Vest	3762	4293	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	80	Deviate Scale Gloves	7954	6475	vanilla	vendor	Kalldan Felmoon	The Barrens								da vanilla, dataset TBC
leatherworking	80	Fine Leather Pants	7133	5972	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	90	Deviate Scale Belt	7955	6476	vanilla	quest		The Barrens								da vanilla, dataset TBC
leatherworking	95	Dark Leather Gloves	3765	7360	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	95	Hillman's Belt	3767	4294	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	95	Red Whelp Gloves	9072	7290	vanilla	vendor	Wenna Silkbeard	Wetlands			alliance					da vanilla, dataset TBC
leatherworking	110	Earthen Leather Shoulders	9147	7362	vanilla	vendor	Zixil	Hillsbrad Foothills								da vanilla, dataset TBC
leatherworking	110	Herbalist's Gloves	9146	7361	vanilla	vendor	Harlown Darkweave	Ashenvale			alliance					da vanilla, dataset TBC
leatherworking	115	Dark Leather Shoulders	3769	4296	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	115	Pilferer's Gloves	9148	7363	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	120	Heavy Earthen Gloves	9149	7364	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	125	Barbaric Gloves	3771	4297	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	125	Guardian Cloak	7153	4295	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	125	Heavy Leather Ball	23190	18731	vanilla	vendor	Bombus Finespindle | Tamar	Ironforge | Orgrimmar			alliance | horde					da vanilla, dataset TBC
leatherworking	130	Barbaric Bracers	23399	18949	vanilla	vendor	Saenorion | Joseph Moore	Darnassus | Undercity			alliance | horde					da vanilla, dataset TBC
leatherworking	130	Green Leather Armor	3772	7613	vanilla	vendor	Wenna Silkbeard | George Candarte	Wetlands | Hillsbrad Foothills			alliance | horde					da vanilla, dataset TBC
leatherworking	140	Dusky Leather Leggings	9195	7449	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	140	Raptor Hide Belt	4097	13288	vanilla	vendor	Androd Fadran	Arathi Highlands			alliance					da vanilla, dataset TBC
leatherworking	140	Raptor Hide Harness	4096	13287	vanilla	vendor	Tunkk	Arathi Highlands			horde					da vanilla, dataset TBC
leatherworking	145	Barbaric Leggings	7149	5973	vanilla	vendor	Lardan | Hammon Karwn | Jandia | Keena	Ashenvale | Arathi Highlands | Thousand Needles | Arathi Highlands			alliance | alliance | horde | horde					da vanilla, dataset TBC
leatherworking	145	Guardian Belt	3775	4298	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	145	Thick Murloc Armor	6704	5788	vanilla	vendor	Micha Yance | Christoph Jeffcoat | Blixrez Goodstitch	Hillsbrad Foothills | Hillsbrad Foothills | Stranglethorn Vale			alliance | horde | 					da vanilla, dataset TBC
leatherworking	150	Green Whelp Armor	9197	7450	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	150	Guardian Armor	3773	4299	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	160	Gem-studded Leather Belt	3778	14635	vanilla	vendor	Rikqiz	Stranglethorn Vale								da vanilla, dataset TBC
leatherworking	165	Gloves of the Greatfather	21943	17722	vanilla	worldEvent										da vanilla, dataset TBC
leatherworking	165	Green Whelp Bracers	9202	7451	vanilla	vendor	Jangdor Swiftstrider | Pratt McGrubben | Joseph Moore | Saenorion	Feralas | Feralas | Undercity | Darnassus			horde | alliance | horde | alliance					da vanilla, dataset TBC
leatherworking	165	Murloc Scale Bracers	6705	5789	vanilla	vendor	Helenia Olden	Dustwallow Marsh			alliance					da vanilla, dataset TBC
leatherworking	170	Guardian Leather Bracers	3777	4300	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	175	Barbaric Belt	3779	4301	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	175	Comfortable Leather Hat	10490	8384	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	175	Dusky Boots	9207	7452	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	175	Shadowskin Gloves	22711	18239	vanilla	vendor	Rikqiz	Stranglethorn Vale								da vanilla, dataset TBC
leatherworking	175	Swift Boots	9208	7453	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	180	Turtle Scale Gloves	10509	8385	vanilla	vendor	Pratt McGrubben | Jangdor Swiftstrider	Feralas | Feralas			alliance | horde					da vanilla, dataset TBC
leatherworking	185	Nightscape Shoulders	10516	8409	vanilla	vendor	Jangdor Swiftstrider | Nioma	Feralas | The Hinterlands			horde | alliance					da vanilla, dataset TBC
leatherworking	190	Big Voodoo Robe	10520	8386	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	195	Big Voodoo Mask	10531	8387	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	195	Tough Scorpid Bracers	10533	8397	vanilla	drop		Tanaris								da vanilla, dataset TBC
leatherworking	195	Tough Scorpid Breastplate	10525	8395	vanilla	drop		Tanaris								da vanilla, dataset TBC
leatherworking	195	Wild Leather Shoulders	10529	8403	vanilla	quest		Feralas			alliance					da vanilla, dataset TBC
leatherworking	200	Faintly Glowing Leather	435819	215367	sod											
leatherworking	200	Tough Scorpid Gloves	10542	8398	vanilla	drop		Tanaris								da vanilla, dataset TBC
leatherworking	200	Wild Leather Helmet	10546	8405	vanilla	quest		Feralas			alliance					da vanilla, dataset TBC
leatherworking	200	Wild Leather Vest	10544	8404	vanilla	quest		Feralas			alliance					da vanilla, dataset TBC
leatherworking	205	Nightscape Cloak	10550	8388	vanilla											
leatherworking	205	Turtle Scale Gloves	439118	217271	sod											
leatherworking	210	Tough Scorpid Boots	10554	8399	vanilla	drop		Tanaris								da vanilla, dataset TBC
leatherworking	215	Big Voodoo Cloak	10562	8390	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	215	Big Voodoo Pants	10560	8389	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	215	Tough Scorpid Shoulders	10564	8400	vanilla	drop		Tanaris								da vanilla, dataset TBC
leatherworking	220	Tough Scorpid Leggings	10568	8401	vanilla	drop		Tanaris								da vanilla, dataset TBC
leatherworking	220	Wild Leather Boots	10566	8406	vanilla	quest		Feralas			alliance					da vanilla, dataset TBC
leatherworking	225	Tough Scorpid Helm	10570	8402	vanilla	drop		Tanaris								da vanilla, dataset TBC
leatherworking	225	Wild Leather Cloak	10574	8408	vanilla	quest		Feralas			alliance					da vanilla, dataset TBC
leatherworking	225	Wild Leather Leggings	10572	8407	vanilla	quest		Feralas			alliance					da vanilla, dataset TBC
leatherworking	235	Green Dragonscale Breastplate	19050	15726	vanilla	vendor	Masat T'andr	Swamp of Sorrows								da vanilla, dataset TBC
leatherworking	235	Wicked Leather Gauntlets	19049	15725	vanilla	vendor	Leonard Porter | Werg Thickblade	Western Plaguelands | Tirisfal Glades			alliance | horde					da vanilla, dataset TBC
leatherworking	240	Chimeric Gloves	19053	15729	vanilla	vendor	Blimo Gadgetspring	Azshara								da vanilla, dataset TBC
leatherworking	240	Heavy Scorpid Vest	19051	15727	vanilla	drop		Blasted Lands								da vanilla, dataset TBC
leatherworking	240	Wicked Leather Bracers	19052	15728	vanilla	trainer										da vanilla, dataset TBC
leatherworking	245	Green Dragonscale Leggings	19060	15733	vanilla	drop		The Temple of Atal'Hakkar								da vanilla, dataset TBC
leatherworking	245	Ironfeather Shoulders	19062	15735	vanilla	vendor	Gigget Zipcoil	The Hinterlands								da vanilla, dataset TBC
leatherworking	245	Living Shoulders	19061	15734	vanilla	vendor	Pratt McGrubben | Jangdor Swiftstrider	Feralas | Feralas			alliance | horde					da vanilla, dataset TBC
leatherworking	245	Runic Leather Gauntlets	19055	15731	vanilla	trainer										da vanilla, dataset TBC
leatherworking	245	Volcanic Leggings	19059	15732	vanilla	drop		Burning Steppes								da vanilla, dataset TBC
leatherworking	245	Wildthorn Mail	16650	12691	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	250	Chimeric Boots	19063	15737	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	250	Frostsaber Boots	19066	15740	vanilla	vendor	Qia	Winterspring								da vanilla, dataset TBC
leatherworking	250	Heavy Scorpid Gauntlets	19064	15738	vanilla	drop		Burning Steppes								da vanilla, dataset TBC
leatherworking	250	Runic Leather Bracers	19065	15739	vanilla	trainer										da vanilla, dataset TBC
leatherworking	250	Stormshroud Pants	19067	15741	vanilla	vendor	Leonard Porter | Werg Thickblade	Western Plaguelands | Tirisfal Glades			alliance | horde					da vanilla, dataset TBC
leatherworking	250	Warbear Harness	19068	15742	vanilla	vendor	Meilosh	Felwood			horde					da vanilla, dataset TBC
leatherworking	255	Chimeric Leggings	19073	15746	vanilla	worldDrop							true			da vanilla, dataset TBC
leatherworking	255	Heavy Scorpid Belt	19070	15743	vanilla	worldDrop							true			da vanilla, dataset TBC
